	mgs	pval	delta	delta.low	delta.up	fdr	bacteria	genome	annotation
progression.148	Faecalibacterium prausnitzii:196_198;199_201;204_206;206_209;209_212;2622_2624;2624_2628;2628_2631	0.852882168	-0.007621951	-0.136867373	0.121878628	0.999944063	Faecalibacterium prausnitzii:196	748224.PRJNA46809	"Genes_ site-specific recombinase, phage integrase family;phage regulatory protein, Rha family;helicase C-terminal domain protein;nucleoside triphosphatase, D5 family;phage protein Gp19/Gp15/Gp42;prophage LambdaSa1, structural protein"
progression.149	Faecalibacterium prausnitzii:356_358;2925_2927;2927_2929	0.945447766	0.039253049	-0.109359895	0.186149504	0.999944063	Faecalibacterium prausnitzii:356	748224.PRJNA46809	"Genes_ type I restriction-modification system, M subunit;site-specific recombinase, phage integrase family;type I restriction modification DNA specificity domain protein"
progression.152	Faecalibacterium prausnitzii:376_378;380_382	0.901510497	0.002667683	-0.14268233	0.147905064	0.999944063	Faecalibacterium prausnitzii:376	748224.PRJNA46809	"Genes_ ATP-grasp domain protein;ABC transporter, ATP-binding protein;transcriptional regulator, AraC family"
progression.155	Faecalibacterium prausnitzii:454_456	0.894723713	-0.04535061	-0.207351872	0.119071604	0.999944063	Faecalibacterium prausnitzii:454	748224.PRJNA46809	"Genes_ ;DNA binding domain, excisionase family"
progression.160	Faecalibacterium prausnitzii:491_493	0.923694884	-0.011051829	-0.136506286	0.114751523	0.999944063	Faecalibacterium prausnitzii:491	748224.PRJNA46809	"Genes_ membrane protein;Tat pathway signal sequence domain protein;;resolvase, N-terminal domain protein"
progression.173	Faecalibacterium prausnitzii:609_610	0.841085704	-0.033536585	-0.190033561	0.124622415	0.999944063	Faecalibacterium prausnitzii:609	748224.PRJNA46809	Genes_ helicase C-terminal domain protein
progression.176	Faecalibacterium prausnitzii:645_646	0.970193857	-0.049161585	-0.205944026	0.110081591	0.999944063	Faecalibacterium prausnitzii:645	748224.PRJNA46809	Genes_ replication initiator protein A domain protein;
progression.184	Faecalibacterium prausnitzii:733_734	0.922842539	0.03277439	-0.129748686	0.193582505	0.999944063	Faecalibacterium prausnitzii:733	748224.PRJNA46809	"Genes_ toxin-antitoxin system, toxin component, RelE family;prevent-host-death family protein;"
progression.191	Faecalibacterium prausnitzii:971_973	0.905010433	-0.010670732	-0.17271041	0.151931315	0.999944063	Faecalibacterium prausnitzii:971	748224.PRJNA46809	"Genes_ transcriptional regulator, LuxR family;"
progression.192	Faecalibacterium prausnitzii:1036_1037	0.867429995	0.003429878	-0.160372611	0.167048516	0.999944063	Faecalibacterium prausnitzii:1036	748224.PRJNA46809	Genes_ relaxase/mobilization nuclease domain protein;;DNA topoisomerase III
progression.198	Faecalibacterium prausnitzii:1114_1115	0.896856859	-0.014481707	-0.169210728	0.140943997	0.999944063	Faecalibacterium prausnitzii:1114	748224.PRJNA46809	Genes_ UDP-glucose 4-epimerase;
progression.204	Faecalibacterium prausnitzii:1151_1153;1155_1157	0.887955351	0.008765244	-0.155117815	0.172178788	0.999944063	Faecalibacterium prausnitzii:1151	748224.PRJNA46809	"Genes_ site-specific recombinase, phage integrase family;DNA-binding helix-turn-helix protein;toxin-antitoxin system, toxin component, MazF family;resolvase, N-terminal domain protein"
progression.212	Faecalibacterium prausnitzii:1273_1274	0.980278657	0.019054878	-0.145034296	0.182123946	0.999944063	Faecalibacterium prausnitzii:1273	748224.PRJNA46809	Genes_ MutS domain I protein
progression.215	Faecalibacterium prausnitzii:1281_1282	0.980164019	-0.015243902	-0.174080797	0.144366098	0.999944063	Faecalibacterium prausnitzii:1281	748224.PRJNA46809	Genes_ DNA topoisomerase;;toprim domain protein
progression.216	Faecalibacterium prausnitzii:1282_1283	0.833555964	0.05945122	-0.103068749	0.218879466	0.999944063	Faecalibacterium prausnitzii:1282	748224.PRJNA46809	Genes_ unannotated
progression.217	Faecalibacterium prausnitzii:1283_1284	0.987465242	-0.002667683	-0.147905064	0.14268233	0.999944063	Faecalibacterium prausnitzii:1283	748224.PRJNA46809	Genes_ ;toprim domain protein
progression.218	Faecalibacterium prausnitzii:1285_1286	0.851511369	0.01410061	-0.149133218	0.176586304	0.999944063	Faecalibacterium prausnitzii:1285	748224.PRJNA46809	Genes_ NlpC/P60 family protein;
progression.228	Faecalibacterium prausnitzii:1461_1463	0.876269024	-0.011051829	-0.136506286	0.114751523	0.999944063	Faecalibacterium prausnitzii:1461	748224.PRJNA46809	Genes_ ;DNA-binding helix-turn-helix protein
progression.229	Faecalibacterium prausnitzii:1464_1465	0.933109207	0.026295732	-0.137030233	0.188229793	0.999944063	Faecalibacterium prausnitzii:1464	748224.PRJNA46809	"Genes_ site-specific recombinase, phage integrase family;"
progression.230	Faecalibacterium prausnitzii:1473_1475	0.95882621	-0.080792683	-0.225472829	0.067374094	0.999944063	Faecalibacterium prausnitzii:1473	748224.PRJNA46809	"Genes_ ;transcriptional regulatory protein, C-terminal domain protein;histidine kinase A domain protein"
progression.231	Faecalibacterium prausnitzii:1475_1478	0.988962145	-0.019054878	-0.182123946	0.145034296	0.999944063	Faecalibacterium prausnitzii:1475	748224.PRJNA46809	"Genes_ histidine kinase A domain protein;;ABC transporter, ATP-binding protein;response regulator receiver domain protein"
progression.235	Faecalibacterium prausnitzii:1498_1499	0.960583695	0.017530488	-0.146204217	0.180330321	0.999944063	Faecalibacterium prausnitzii:1498	748224.PRJNA46809	Genes_ CobQ/CobB/MinD/ParA nucleotide binding domain protein;replication initiator protein A domain protein
progression.236	Faecalibacterium prausnitzii:1499_1500	0.985258004	-0.028582317	-0.176016057	0.120105588	0.999944063	Faecalibacterium prausnitzii:1499	748224.PRJNA46809	"Genes_ replication initiator protein A domain protein;resolvase, N-terminal domain protein"
progression.241	Faecalibacterium prausnitzii:2091_2093	0.862688485	0.021722561	-0.122112076	0.164663551	0.999944063	Faecalibacterium prausnitzii:2091	748224.PRJNA46809	Genes_ ;type I restriction modification DNA specificity domain protein
progression.244	Faecalibacterium prausnitzii:2139_2140	0.911416889	-0.01867378	-0.176251483	0.139837107	0.999944063	Faecalibacterium prausnitzii:2139	748224.PRJNA46809	Genes_ unannotated
progression.252	Faecalibacterium prausnitzii:2405_2406	0.836991822	0.039253049	-0.109359895	0.186149504	0.999944063	Faecalibacterium prausnitzii:2405	748224.PRJNA46809	Genes_ ParB-like protein;CobQ/CobB/MinD/ParA nucleotide binding domain protein
progression.256	Faecalibacterium prausnitzii:2536_2537	0.935601778	0.00304878	-0.15584443	0.161788193	0.999944063	Faecalibacterium prausnitzii:2536	748224.PRJNA46809	Genes_ unannotated
progression.260	Faecalibacterium prausnitzii:2559_2561	0.966685202	0.015243902	-0.144366098	0.174080797	0.999944063	Faecalibacterium prausnitzii:2559	748224.PRJNA46809	"Genes_ transcriptional regulator, LysR family;"
progression.272	Bacteroides uniformis:69_73;96_100;301_302;373_375;823_826;1435_1437;1437_1439;1439_1441;2246_2247;2410_2411;2607_2609;3139_3140;4037_4038;4124_4125;4312_4314;4385_4387;4387_4391;4391_4396;4396_4402;4402_4405	0.897519701	-0.011470985	-0.164612885	0.142210928	0.999944063	Bacteroides uniformis:69	411479.PRJNA18195	"Genes_ GDP-mannose 4,6-dehydratase;glycosyltransferase, WecB/TagA/CpsF family;NAD dependent epimerase/dehydratase family protein;glycosyltransferase, group 1 family protein;chain length determinant protein;polysaccharide biosynthesis/export protein;undecaprenyl-phosphate glucose phosphotransferase;glutamate synthase (NADPH), homotetrameric;putative shikimate dehydrogenase;MATE efflux family protein;bacterial transferase hexapeptide repeat protein;arylsulfatase;PAP2 family protein;conserved hypothetical protein TIGR01200;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;cytochrome C biogenesis protein transmembrane region;transposase;integrase core domain protein;glycosyl hydrolase, family 9;Matrixin;ABC transporter, substrate-binding protein;ABC transporter, ATP-binding protein;glycosyl hydrolase family 9;N-acylglucosamine 2-epimerase;SusD family protein;TonB-linked outer membrane protein, SusC/RagA family;glycosyl hydrolase, family 31;response regulator receiver domain protein;N-terminal ig-like domain of cellulase"
progression.282	Bacteroides uniformis:412_414	0.955900231	0.012145749	-0.105971488	0.129924999	0.999944063	Bacteroides uniformis:412	411479.PRJNA18195	"Genes_ transcription termination/antitermination factor NusG;;site-specific recombinase, phage integrase family"
progression.283	Bacteroides uniformis:454_456;456_463;704_706;3362_3364;3364_3369	0.897056609	0.012820513	-0.149732112	0.174698318	0.999944063	Bacteroides uniformis:454	411479.PRJNA18195	"Genes_ ABC transporter, ATP-binding protein;radical SAM domain protein;tetratricopeptide repeat protein;carbohydrate kinase, FGGY family protein;TonB-linked outer membrane protein, SusC/RagA family;SusD family protein"
progression.287	Bacteroides uniformis:605_608;2027_2030;2154_2155;2155_2157;2157_2158;2918_2920;2920_2921;4715_4716;4718_4719	0.956933657	0.004723347	-0.155064371	0.164270229	0.999944063	Bacteroides uniformis:605	411479.PRJNA18195	"Genes_ IstB-like ATP-binding protein;integrase core domain protein;ketopantoate reductase PanE/ApbA;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein;transcriptional regulator, GntR family"
progression.290	Bacteroides uniformis:702_703	0.931187615	-0.0317139	-0.184405802	0.12247279	0.999944063	Bacteroides uniformis:702	411479.PRJNA18195	Genes_ unannotated
progression.294	Bacteroides uniformis:947_948;1016_1018;1018_1021;1021_1023;1626_1627;2941_2943;2943_2947;2989_2990;3949_3952;3954_3964	0.8354826	0.05465587	-0.113783073	0.220040569	0.999944063	Bacteroides uniformis:947	411479.PRJNA18195	"Genes_ tRNA-Pro;transcriptional regulator, AraC family;lactaldehyde reductase;putative rhamnulose-1-phosphate aldolase;L-rhamnose-proton symport protein (RhaT);L-rhamnose isomerase;putative rhamnulokinase;cobyrinic acid a,c-diamide synthase;TonB-linked outer membrane protein, SusC/RagA family;L-fucose isomerase domain protein;putative glycerol kinase;Transketolase, C-terminal domain protein;Transketolase, thiamine diphosphate binding domain protein;3,4-dihydroxy-2-butanone-4-phosphate synthase;transcriptional regulator, DeoR family;MutS domain V protein;glycosyl hydrolase, family 43"
progression.302	Bacteroides uniformis:1484_1486	0.992655708	0.004048583	-0.167159776	0.17501992	0.999944063	Bacteroides uniformis:1484	411479.PRJNA18195	"Genes_ oxidoreductase, short chain dehydrogenase/reductase family protein;"
progression.315	Bacteroides uniformis:1979_1981;1981_1983	0.936327876	0.018893387	-0.134127013	0.171033775	0.999944063	Bacteroides uniformis:1979	411479.PRJNA18195	"Genes_ glycosyltransferase, group 1 family protein;UDP-N-acetylglucosamine 2-epimerase;NAD dependent epimerase/dehydratase family protein;polysaccharide biosynthesis protein"
progression.319	Bacteroides uniformis:2049_2051;2051_2054	0.946677629	-0.001349528	-0.168012006	0.165387955	0.999944063	Bacteroides uniformis:2049	411479.PRJNA18195	"Genes_ cytochrome c assembly protein;nitrite reductase;cytochrome c nitrate reductase, small subunit"
progression.326	Bacteroides uniformis:2493_2495	0.951632271	0.027665317	-0.142683427	0.196422224	0.999944063	Bacteroides uniformis:2493	411479.PRJNA18195	"Genes_ tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase;peptidase, S8/S53 family"
progression.336	Bacteroides uniformis:2759_2761	0.914951474	0.018893387	-0.149066164	0.185793305	0.999944063	Bacteroides uniformis:2759	411479.PRJNA18195	Genes_ helicase C-terminal domain protein
progression.355	Bacteroides uniformis:3598_3599	0.959408774	-0.01754386	-0.179814349	0.145656128	0.999944063	Bacteroides uniformis:3598	411479.PRJNA18195	Genes_ ;conjugative transposon TraN protein
progression.357	Bacteroides uniformis:3626_3627	0.862442648	0.004048583	-0.167159776	0.17501992	0.999944063	Bacteroides uniformis:3626	411479.PRJNA18195	Genes_ unannotated
progression.365	Bacteroides uniformis:4211_4212	0.893081607	-0.0317139	-0.197810168	0.136152642	0.999944063	Bacteroides uniformis:4211	411479.PRJNA18195	Genes_ export membrane protein SecD
progression.368	Bacteroides uniformis:4446_4448	0.902117449	0.000674764	-0.17024725	0.171557361	0.999944063	Bacteroides uniformis:4446	411479.PRJNA18195	Genes_ SusD family protein;
progression.370	Bacteroides uniformis:4558_4571	0.98240139	-0.0317139	-0.184405802	0.12247279	0.999944063	Bacteroides uniformis:4558	411479.PRJNA18195	"Genes_ ;polysaccharide biosynthesis protein;bacterial transferase hexapeptide repeat protein;glycosyltransferase, group 2 family protein;glycosyltransferase, group 1 family protein;putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase;CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase;bacterial sugar transferase;DegT/DnrJ/EryC1/StrS aminotransferase family protein"
progression.373	Blautia obeum:16_17	0.99197826	0.032967033	-0.129821789	0.194025283	0.999944063	Blautia obeum:16	411459.PRJNA18147	"Genes_ transporter, dicarboxylate/amino acid:cation Na+/H+ symporter family protein;"
progression.380	Blautia obeum:279_280	0.954996346	-0.047252747	-0.213658523	0.121817826	0.999944063	Blautia obeum:279	411459.PRJNA18147	"Genes_ ;addiction module antitoxin, RelB/DinJ family;toxin-antitoxin system, toxin component, RelE family"
progression.382	Blautia obeum:368_375	0.97179178	-0.049450549	-0.207500156	0.111115056	0.999944063	Blautia obeum:368	411459.PRJNA18147	"Genes_ ;transcriptional regulator, IclR family, C-terminal domain protein;ABC transporter, solute-binding protein;ABC transporter, permease protein;H2-forming N5,N10-methylenetetrahydromethanopterin dehydrogenase;dihydrodipicolinate synthetase family;quinolinate synthetase complex, A subunit"
progression.383	Blautia obeum:431_433	0.997135039	-0.01978022	-0.169504409	0.130836444	0.999944063	Blautia obeum:431	411459.PRJNA18147	Genes_ LPXTG-motif cell wall anchor domain protein;
progression.398	Blautia obeum:1004_1005	0.888997779	-0.01978022	-0.169504409	0.130836444	0.999944063	Blautia obeum:1004	411459.PRJNA18147	Genes_ 
progression.416	Blautia obeum:1305_1306	0.885266144	-0.035164835	-0.185810412	0.11709592	0.999944063	Blautia obeum:1305	411459.PRJNA18147	Genes_ BAAT/acyl-CoA thioester hydrolase C-terminal domain protein;
progression.417	Blautia obeum:1312_1317;1317_1319;1319_1322;1322_1325	0.986871947	-0.021978022	-0.176379304	0.133478835	0.999944063	Blautia obeum:1312	411459.PRJNA18147	"Genes_ glycosyl hydrolase family 3 C-terminal domain protein;ABC transporter, permease protein;glycosyl hydrolase family 32;transcriptional regulator, LacI family;alpha amylase, catalytic domain protein"
progression.420	Blautia obeum:1346_1347;1440_1441;1452_1454	0.949016514	-0.01978022	-0.169504409	0.130836444	0.999944063	Blautia obeum:1346	411459.PRJNA18147	Genes_ integrase core domain protein;transposase;adenosylcobinamide amidohydrolase
progression.421	Blautia obeum:1347_1351	0.840439274	-0.061538462	-0.227123459	0.107504679	0.999944063	Blautia obeum:1347	411459.PRJNA18147	"Genes_ transposase;ABC transporter, ATP-binding protein;branched-chain amino acid ABC transporter, permease protein;sugar-binding domain protein"
progression.432	Blautia obeum:1520_1521	0.959858742	-0.003296703	-0.149190755	0.142737826	0.999944063	Blautia obeum:1520	411459.PRJNA18147	"Genes_ putative citrate lyase subunit beta;transcriptional regulator, Rrf2 family"
progression.434	Blautia obeum:1552_1553	0.849234	-0.02967033	-0.194689918	0.136982624	0.999944063	Blautia obeum:1552	411459.PRJNA18147	Genes_ NlpC/P60 family protein;
progression.437	Blautia obeum:1714_1715	0.987408643	-0.059340659	-0.223101564	0.107677779	0.999944063	Blautia obeum:1714	411459.PRJNA18147	Genes_ unannotated
progression.443	Blautia obeum:2103_2104	0.904025004	-0.031868132	-0.194357025	0.132322924	0.999944063	Blautia obeum:2103	411459.PRJNA18147	Genes_ adenylate cyclase;DJ-1 family protein
progression.448	Blautia obeum:2287_2293	0.968306284	0.003296703	-0.164941284	0.171348276	0.999944063	Blautia obeum:2287	411459.PRJNA18147	"Genes_ ATP synthase F1, epsilon subunit;;transcriptional regulator, LacI family;putative substrate-binding protein MsmE;transmembrane permease MsmF;transmembrane permease MsmG;sucrose-6-phosphate hydrolase"
progression.452	Blautia obeum:2554_2556;2556_2559;2560_2562;2562_2565	0.850326354	0.034065934	-0.127150003	0.19352831	0.999944063	Blautia obeum:2554	411459.PRJNA18147	"Genes_ ABC transporter, solute-binding protein;ABC transporter, permease protein;GroES-like protein;pyruvate formate lyase;glycyl-radical enzyme activating protein family protein;transcriptional regulator, LacI family"
progression.459	Blautia obeum:2729_2731;2738_2742	0.919406982	0.018681319	-0.150236902	0.186539777	0.999944063	Blautia obeum:2729	411459.PRJNA18147	Genes_ DNA topoisomerase;methyltransferase domain protein
progression.460	Blautia obeum:2755_2757;2771_2773	0.854649425	0.010989011	-0.110341298	0.131996602	0.999944063	Blautia obeum:2755	411459.PRJNA18147	Genes_ DNA-binding helix-turn-helix protein;ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein
